Area,Item,temp (C),rain (mm),yield (t/ha),Year,pesticides_tonnes
India,Sorghum,25.34,1083.0,0.9591,1996,56114.0
India,Sorghum,26.64,1083.0,0.9591,1996,56114.0
India,Sorghum,24.78,1083.0,0.9591,1996,56114.0
India,Sorghum,27.01,1083.0,0.9591,1996,56114.0
India,Sorghum,27.01,1083.0,0.9591,1996,56114.0
India,Sorghum,25.99,1083.0,0.9591,1996,56114.0
India,Soybeans,25.63,1083.0,1.0319,1996,56114.0
India,Soybeans,27.06,1083.0,1.0319,1996,56114.0
India,Soybeans,26.1,1083.0,1.0319,1996,56114.0
India,Soybeans,23.81,1083.0,1.0319,1996,56114.0
India,Soybeans,25.41,1083.0,1.0319,1996,56114.0
India,Soybeans,25.9,1083.0,1.0319,1996,56114.0
India,Soybeans,25.55,1083.0,1.0319,1996,56114.0
India,Soybeans,26.65,1083.0,1.0319,1996,56114.0
India,Soybeans,27.37,1083.0,1.0319,1996,56114.0
India,Soybeans,25.55,1083.0,1.0319,1996,56114.0
India,Soybeans,25.79,1083.0,1.0319,1996,56114.0
India,Soybeans,25.31,1083.0,1.0319,1996,56114.0
India,Soybeans,23.81,1083.0,1.0319,1996,56114.0
India,Soybeans,26.46,1083.0,1.0319,1996,56114.0
India,Soybeans,25.55,1083.0,1.0319,1996,56114.0
India,Soybeans,25.75,1083.0,1.0319,1996,56114.0
India,Soybeans,25.34,1083.0,1.0319,1996,56114.0
India,Soybeans,26.64,1083.0,1.0319,1996,56114.0
India,Soybeans,24.78,1083.0,1.0319,1996,56114.0
India,Soybeans,27.01,1083.0,1.0319,1996,56114.0
India,Soybeans,27.01,1083.0,1.0319,1996,56114.0
India,Soybeans,25.99,1083.0,1.0319,1996,56114.0
India,Sweet potatoes,25.63,1083.0,8.0716,1996,56114.0
India,Sweet potatoes,27.06,1083.0,8.0716,1996,56114.0
India,Sweet potatoes,26.1,1083.0,8.0716,1996,56114.0
India,Sweet potatoes,23.81,1083.0,8.0716,1996,56114.0
India,Sweet potatoes,25.41,1083.0,8.0716,1996,56114.0
India,Sweet potatoes,25.9,1083.0,8.0716,1996,56114.0
India,Sweet potatoes,25.55,1083.0,8.0716,1996,56114.0
India,Sweet potatoes,26.65,1083.0,8.0716,1996,56114.0
India,Sweet potatoes,27.37,1083.0,8.0716,1996,56114.0
India,Sweet potatoes,25.55,1083.0,8.0716,1996,56114.0
India,Sweet potatoes,25.79,1083.0,8.0716,1996,56114.0
India,Sweet potatoes,25.31,1083.0,8.0716,1996,56114.0
India,Sweet potatoes,23.81,1083.0,8.0716,1996,56114.0
India,Sweet potatoes,26.46,1083.0,8.0716,1996,56114.0
India,Sweet potatoes,25.55,1083.0,8.0716,1996,56114.0
India,Sweet potatoes,25.75,1083.0,8.0716,1996,56114.0
India,Sweet potatoes,25.34,1083.0,8.0716,1996,56114.0
India,Sweet potatoes,26.64,1083.0,8.0716,1996,56114.0
India,Sweet potatoes,24.78,1083.0,8.0716,1996,56114.0
India,Sweet potatoes,27.01,1083.0,8.0716,1996,56114.0
India,Sweet potatoes,27.01,1083.0,8.0716,1996,56114.0
India,Sweet potatoes,25.99,1083.0,8.0716,1996,56114.0
India,Wheat,25.63,1083.0,2.4828,1996,56114.0
India,Wheat,27.06,1083.0,2.4828,1996,56114.0
India,Wheat,26.1,1083.0,2.4828,1996,56114.0
India,Wheat,23.81,1083.0,2.4828,1996,56114.0
India,Wheat,25.41,1083.0,2.4828,1996,56114.0
India,Wheat,25.9,1083.0,2.4828,1996,56114.0
India,Wheat,25.55,1083.0,2.4828,1996,56114.0
India,Wheat,26.65,1083.0,2.4828,1996,56114.0
India,Wheat,27.37,1083.0,2.4828,1996,56114.0
India,Wheat,25.55,1083.0,2.4828,1996,56114.0
India,Wheat,25.79,1083.0,2.4828,1996,56114.0
India,Wheat,25.31,1083.0,2.4828,1996,56114.0
India,Wheat,23.81,1083.0,2.4828,1996,56114.0
India,Wheat,26.46,1083.0,2.4828,1996,56114.0
India,Wheat,25.55,1083.0,2.4828,1996,56114.0
India,Wheat,25.75,1083.0,2.4828,1996,56114.0
India,Wheat,25.34,1083.0,2.4828,1996,56114.0
India,Wheat,26.64,1083.0,2.4828,1996,56114.0
India,Wheat,24.78,1083.0,2.4828,1996,56114.0
India,Wheat,27.01,1083.0,2.4828,1996,56114.0
India,Wheat,27.01,1083.0,2.4828,1996,56114.0
India,Wheat,25.99,1083.0,2.4828,1996,56114.0
India,Cassava,24.92,1083.0,22.1117,1997,52279.0
India,Cassava,26.45,1083.0,22.1117,1997,52279.0
India,Cassava,25.58,1083.0,22.1117,1997,52279.0
India,Cassava,23.26,1083.0,22.1117,1997,52279.0
India,Cassava,25.68,1083.0,22.1117,1997,52279.0
India,Cassava,25.09,1083.0,22.1117,1997,52279.0
India,Cassava,24.71,1083.0,22.1117,1997,52279.0
India,Cassava,26.19,1083.0,22.1117,1997,52279.0
India,Cassava,27.47,1083.0,22.1117,1997,52279.0
India,Cassava,24.77,1083.0,22.1117,1997,52279.0
India,Cassava,24.83,1083.0,22.1117,1997,52279.0
India,Cassava,24.71,1083.0,22.1117,1997,52279.0
India,Cassava,23.26,1083.0,22.1117,1997,52279.0
India,Cassava,25.75,1083.0,22.1117,1997,52279.0
India,Cassava,24.71,1083.0,22.1117,1997,52279.0
India,Cassava,25.46,1083.0,22.1117,1997,52279.0
India,Cassava,25.21,1083.0,22.1117,1997,52279.0
India,Cassava,26.38,1083.0,22.1117,1997,52279.0
India,Cassava,24.55,1083.0,22.1117,1997,52279.0
India,Cassava,26.53,1083.0,22.1117,1997,52279.0
India,Cassava,26.53,1083.0,22.1117,1997,52279.0
India,Cassava,25.58,1083.0,22.1117,1997,52279.0
India,Maize,24.92,1083.0,1.7111,1997,52279.0
India,Maize,26.45,1083.0,1.7111,1997,52279.0
India,Maize,25.58,1083.0,1.7111,1997,52279.0
India,Maize,23.26,1083.0,1.7111,1997,52279.0
India,Maize,25.68,1083.0,1.7111,1997,52279.0
India,Maize,25.09,1083.0,1.7111,1997,52279.0
India,Maize,24.71,1083.0,1.7111,1997,52279.0
India,Maize,26.19,1083.0,1.7111,1997,52279.0
India,Maize,27.47,1083.0,1.7111,1997,52279.0
India,Maize,24.77,1083.0,1.7111,1997,52279.0
India,Maize,24.83,1083.0,1.7111,1997,52279.0
India,Maize,24.71,1083.0,1.7111,1997,52279.0
India,Maize,23.26,1083.0,1.7111,1997,52279.0
India,Maize,25.75,1083.0,1.7111,1997,52279.0
India,Maize,24.71,1083.0,1.7111,1997,52279.0
India,Maize,25.46,1083.0,1.7111,1997,52279.0
India,Maize,25.21,1083.0,1.7111,1997,52279.0
India,Maize,26.38,1083.0,1.7111,1997,52279.0
India,Maize,24.55,1083.0,1.7111,1997,52279.0
India,Maize,26.53,1083.0,1.7111,1997,52279.0
India,Maize,26.53,1083.0,1.7111,1997,52279.0
India,Maize,25.58,1083.0,1.7111,1997,52279.0
India,Potatoes,24.92,1083.0,19.3913,1997,52279.0
India,Potatoes,26.45,1083.0,19.3913,1997,52279.0
India,Potatoes,25.58,1083.0,19.3913,1997,52279.0
India,Potatoes,23.26,1083.0,19.3913,1997,52279.0
India,Potatoes,25.68,1083.0,19.3913,1997,52279.0
India,Potatoes,25.09,1083.0,19.3913,1997,52279.0
India,Potatoes,24.71,1083.0,19.3913,1997,52279.0
India,Potatoes,26.19,1083.0,19.3913,1997,52279.0
India,Potatoes,27.47,1083.0,19.3913,1997,52279.0
India,Potatoes,24.77,1083.0,19.3913,1997,52279.0
India,Potatoes,24.83,1083.0,19.3913,1997,52279.0
India,Potatoes,24.71,1083.0,19.3913,1997,52279.0
India,Potatoes,23.26,1083.0,19.3913,1997,52279.0
India,Potatoes,25.75,1083.0,19.3913,1997,52279.0
India,Potatoes,24.71,1083.0,19.3913,1997,52279.0
India,Potatoes,25.46,1083.0,19.3913,1997,52279.0
India,Potatoes,25.21,1083.0,19.3913,1997,52279.0
India,Potatoes,26.38,1083.0,19.3913,1997,52279.0
India,Potatoes,24.55,1083.0,19.3913,1997,52279.0
India,Potatoes,26.53,1083.0,19.3913,1997,52279.0
India,Potatoes,26.53,1083.0,19.3913,1997,52279.0
India,Potatoes,25.58,1083.0,19.3913,1997,52279.0
India,"Rice, paddy",24.92,1083.0,2.8457,1997,52279.0
India,"Rice, paddy",26.45,1083.0,2.8457,1997,52279.0
India,"Rice, paddy",25.58,1083.0,2.8457,1997,52279.0
India,"Rice, paddy",23.26,1083.0,2.8457,1997,52279.0
India,"Rice, paddy",25.68,1083.0,2.8457,1997,52279.0
India,"Rice, paddy",25.09,1083.0,2.8457,1997,52279.0
India,"Rice, paddy",24.71,1083.0,2.8457,1997,52279.0
India,"Rice, paddy",26.19,1083.0,2.8457,1997,52279.0
India,"Rice, paddy",27.47,1083.0,2.8457,1997,52279.0
India,"Rice, paddy",24.77,1083.0,2.8457,1997,52279.0
India,"Rice, paddy",24.83,1083.0,2.8457,1997,52279.0
India,"Rice, paddy",24.71,1083.0,2.8457,1997,52279.0
India,"Rice, paddy",23.26,1083.0,2.8457,1997,52279.0
India,"Rice, paddy",25.75,1083.0,2.8457,1997,52279.0
India,"Rice, paddy",24.71,1083.0,2.8457,1997,52279.0
India,"Rice, paddy",25.46,1083.0,2.8457,1997,52279.0
India,"Rice, paddy",25.21,1083.0,2.8457,1997,52279.0
India,"Rice, paddy",26.38,1083.0,2.8457,1997,52279.0
India,"Rice, paddy",24.55,1083.0,2.8457,1997,52279.0
India,"Rice, paddy",26.53,1083.0,2.8457,1997,52279.0
India,"Rice, paddy",26.53,1083.0,2.8457,1997,52279.0
India,"Rice, paddy",25.58,1083.0,2.8457,1997,52279.0
India,Sorghum,24.92,1083.0,0.692,1997,52279.0
India,Sorghum,26.45,1083.0,0.692,1997,52279.0
India,Sorghum,25.58,1083.0,0.692,1997,52279.0
India,Sorghum,23.26,1083.0,0.692,1997,52279.0
India,Sorghum,25.68,1083.0,0.692,1997,52279.0
India,Sorghum,25.09,1083.0,0.692,1997,52279.0
India,Sorghum,24.71,1083.0,0.692,1997,52279.0
India,Sorghum,26.19,1083.0,0.692,1997,52279.0
India,Sorghum,27.47,1083.0,0.692,1997,52279.0
India,Sorghum,24.77,1083.0,0.692,1997,52279.0
India,Sorghum,24.83,1083.0,0.692,1997,52279.0
India,Sorghum,24.71,1083.0,0.692,1997,52279.0
India,Sorghum,23.26,1083.0,0.692,1997,52279.0
India,Sorghum,25.75,1083.0,0.692,1997,52279.0
India,Sorghum,24.71,1083.0,0.692,1997,52279.0
India,Sorghum,25.46,1083.0,0.692,1997,52279.0
India,Sorghum,25.21,1083.0,0.692,1997,52279.0
India,Sorghum,26.38,1083.0,0.692,1997,52279.0
India,Sorghum,24.55,1083.0,0.692,1997,52279.0
India,Sorghum,26.53,1083.0,0.692,1997,52279.0
India,Sorghum,26.53,1083.0,0.692,1997,52279.0
India,Sorghum,25.58,1083.0,0.692,1997,52279.0
India,Soybeans,24.92,1083.0,1.0789,1997,52279.0
India,Soybeans,26.45,1083.0,1.0789,1997,52279.0
India,Soybeans,25.58,1083.0,1.0789,1997,52279.0
India,Soybeans,23.26,1083.0,1.0789,1997,52279.0
India,Soybeans,25.68,1083.0,1.0789,1997,52279.0
India,Soybeans,25.09,1083.0,1.0789,1997,52279.0
India,Soybeans,24.71,1083.0,1.0789,1997,52279.0
India,Soybeans,26.19,1083.0,1.0789,1997,52279.0
India,Soybeans,27.47,1083.0,1.0789,1997,52279.0
India,Soybeans,24.77,1083.0,1.0789,1997,52279.0
India,Soybeans,24.83,1083.0,1.0789,1997,52279.0
India,Soybeans,24.71,1083.0,1.0789,1997,52279.0
India,Soybeans,23.26,1083.0,1.0789,1997,52279.0
India,Soybeans,25.75,1083.0,1.0789,1997,52279.0
India,Soybeans,24.71,1083.0,1.0789,1997,52279.0
India,Soybeans,25.46,1083.0,1.0789,1997,52279.0
India,Soybeans,25.21,1083.0,1.0789,1997,52279.0
India,Soybeans,26.38,1083.0,1.0789,1997,52279.0
India,Soybeans,24.55,1083.0,1.0789,1997,52279.0
India,Soybeans,26.53,1083.0,1.0789,1997,52279.0
India,Soybeans,26.53,1083.0,1.0789,1997,52279.0
India,Soybeans,25.58,1083.0,1.0789,1997,52279.0
India,Sweet potatoes,24.92,1083.0,8.485,1997,52279.0
India,Sweet potatoes,26.45,1083.0,8.485,1997,52279.0
India,Sweet potatoes,25.58,1083.0,8.485,1997,52279.0
India,Sweet potatoes,23.26,1083.0,8.485,1997,52279.0
India,Sweet potatoes,25.68,1083.0,8.485,1997,52279.0
India,Sweet potatoes,25.09,1083.0,8.485,1997,52279.0
India,Sweet potatoes,24.71,1083.0,8.485,1997,52279.0
India,Sweet potatoes,26.19,1083.0,8.485,1997,52279.0
India,Sweet potatoes,27.47,1083.0,8.485,1997,52279.0
India,Sweet potatoes,24.77,1083.0,8.485,1997,52279.0
India,Sweet potatoes,24.83,1083.0,8.485,1997,52279.0
India,Sweet potatoes,24.71,1083.0,8.485,1997,52279.0
India,Sweet potatoes,23.26,1083.0,8.485,1997,52279.0
India,Sweet potatoes,25.75,1083.0,8.485,1997,52279.0
India,Sweet potatoes,24.71,1083.0,8.485,1997,52279.0
India,Sweet potatoes,25.46,1083.0,8.485,1997,52279.0
India,Sweet potatoes,25.21,1083.0,8.485,1997,52279.0
India,Sweet potatoes,26.38,1083.0,8.485,1997,52279.0
India,Sweet potatoes,24.55,1083.0,8.485,1997,52279.0
India,Sweet potatoes,26.53,1083.0,8.485,1997,52279.0
India,Sweet potatoes,26.53,1083.0,8.485,1997,52279.0
India,Sweet potatoes,25.58,1083.0,8.485,1997,52279.0
India,Wheat,24.92,1083.0,2.6789,1997,52279.0
India,Wheat,26.45,1083.0,2.6789,1997,52279.0
India,Wheat,25.58,1083.0,2.6789,1997,52279.0
India,Wheat,23.26,1083.0,2.6789,1997,52279.0
India,Wheat,25.68,1083.0,2.6789,1997,52279.0
India,Wheat,25.09,1083.0,2.6789,1997,52279.0
India,Wheat,24.71,1083.0,2.6789,1997,52279.0
India,Wheat,26.19,1083.0,2.6789,1997,52279.0
India,Wheat,27.47,1083.0,2.6789,1997,52279.0
India,Wheat,24.77,1083.0,2.6789,1997,52279.0
India,Wheat,24.83,1083.0,2.6789,1997,52279.0
India,Wheat,24.71,1083.0,2.6789,1997,52279.0
India,Wheat,23.26,1083.0,2.6789,1997,52279.0
India,Wheat,25.75,1083.0,2.6789,1997,52279.0
India,Wheat,24.71,1083.0,2.6789,1997,52279.0
India,Wheat,25.46,1083.0,2.6789,1997,52279.0
India,Wheat,25.21,1083.0,2.6789,1997,52279.0
India,Wheat,26.38,1083.0,2.6789,1997,52279.0
India,Wheat,24.55,1083.0,2.6789,1997,52279.0
India,Wheat,26.53,1083.0,2.6789,1997,52279.0
India,Wheat,26.53,1083.0,2.6789,1997,52279.0
India,Wheat,25.58,1083.0,2.6789,1997,52279.0
India,Cassava,25.91,1083.0,25.2815,1998,49157.0
India,Cassava,27.48,1083.0,25.2815,1998,49157.0
India,Cassava,26.35,1083.0,25.2815,1998,49157.0
India,Cassava,24.34,1083.0,25.2815,1998,49157.0
India,Cassava,26.01,1083.0,25.2815,1998,49157.0
India,Cassava,26.12,1083.0,25.2815,1998,49157.0
India,Cassava,25.77,1083.0,25.2815,1998,49157.0
India,Cassava,26.69,1083.0,25.2815,1998,49157.0
India,Cassava,27.87,1083.0,25.2815,1998,49157.0
India,Cassava,25.87,1083.0,25.2815,1998,49157.0
India,Cassava,26.27,1083.0,25.2815,1998,49157.0
India,Cassava,25.46,1083.0,25.2815,1998,49157.0
India,Cassava,24.34,1083.0,25.2815,1998,49157.0
India,Cassava,26.4,1083.0,25.2815,1998,49157.0
India,Cassava,25.77,1083.0,25.2815,1998,49157.0
India,Cassava,25.87,1083.0,25.2815,1998,49157.0
India,Cassava,25.55,1083.0,25.2815,1998,49157.0
India,Cassava,27.09,1083.0,25.2815,1998,49157.0
India,Cassava,24.84,1083.0,25.2815,1998,49157.0
India,Cassava,27.32,1083.0,25.2815,1998,49157.0
India,Cassava,27.32,1083.0,25.2815,1998,49157.0
India,Cassava,26.12,1083.0,25.2815,1998,49157.0
India,Maize,25.91,1083.0,1.7969,1998,49157.0
India,Maize,27.48,1083.0,1.7969,1998,49157.0
India,Maize,26.35,1083.0,1.7969,1998,49157.0
India,Maize,24.34,1083.0,1.7969,1998,49157.0
India,Maize,26.01,1083.0,1.7969,1998,49157.0
India,Maize,26.12,1083.0,1.7969,1998,49157.0
India,Maize,25.77,1083.0,1.7969,1998,49157.0
India,Maize,26.69,1083.0,1.7969,1998,49157.0
India,Maize,27.87,1083.0,1.7969,1998,49157.0
India,Maize,25.87,1083.0,1.7969,1998,49157.0
India,Maize,26.27,1083.0,1.7969,1998,49157.0
India,Maize,25.46,1083.0,1.7969,1998,49157.0
India,Maize,24.34,1083.0,1.7969,1998,49157.0
India,Maize,26.4,1083.0,1.7969,1998,49157.0
India,Maize,25.77,1083.0,1.7969,1998,49157.0
India,Maize,25.87,1083.0,1.7969,1998,49157.0
India,Maize,25.55,1083.0,1.7969,1998,49157.0
India,Maize,27.09,1083.0,1.7969,1998,49157.0
India,Maize,24.84,1083.0,1.7969,1998,49157.0
India,Maize,27.32,1083.0,1.7969,1998,49157.0
India,Maize,27.32,1083.0,1.7969,1998,49157.0
India,Maize,26.12,1083.0,1.7969,1998,49157.0
India,Potatoes,25.91,1083.0,14.602,1998,49157.0
India,Potatoes,27.48,1083.0,14.602,1998,49157.0
India,Potatoes,26.35,1083.0,14.602,1998,49157.0
India,Potatoes,24.34,1083.0,14.602,1998,49157.0
India,Potatoes,26.01,1083.0,14.602,1998,49157.0
India,Potatoes,26.12,1083.0,14.602,1998,49157.0
India,Potatoes,25.77,1083.0,14.602,1998,49157.0
India,Potatoes,26.69,1083.0,14.602,1998,49157.0
India,Potatoes,27.87,1083.0,14.602,1998,49157.0
India,Potatoes,25.87,1083.0,14.602,1998,49157.0
India,Potatoes,26.27,1083.0,14.602,1998,49157.0
India,Potatoes,25.46,1083.0,14.602,1998,49157.0
India,Potatoes,24.34,1083.0,14.602,1998,49157.0
India,Potatoes,26.4,1083.0,14.602,1998,49157.0
India,Potatoes,25.77,1083.0,14.602,1998,49157.0
India,Potatoes,25.87,1083.0,14.602,1998,49157.0
India,Potatoes,25.55,1083.0,14.602,1998,49157.0
India,Potatoes,27.09,1083.0,14.602,1998,49157.0
India,Potatoes,24.84,1083.0,14.602,1998,49157.0
India,Potatoes,27.32,1083.0,14.602,1998,49157.0
India,Potatoes,27.32,1083.0,14.602,1998,49157.0
India,Potatoes,26.12,1083.0,14.602,1998,49157.0
India,"Rice, paddy",25.91,1083.0,2.8805,1998,49157.0
India,"Rice, paddy",27.48,1083.0,2.8805,1998,49157.0
India,"Rice, paddy",26.35,1083.0,2.8805,1998,49157.0
India,"Rice, paddy",24.34,1083.0,2.8805,1998,49157.0
India,"Rice, paddy",26.01,1083.0,2.8805,1998,49157.0
India,"Rice, paddy",26.12,1083.0,2.8805,1998,49157.0
India,"Rice, paddy",25.77,1083.0,2.8805,1998,49157.0
India,"Rice, paddy",26.69,1083.0,2.8805,1998,49157.0
India,"Rice, paddy",27.87,1083.0,2.8805,1998,49157.0
India,"Rice, paddy",25.87,1083.0,2.8805,1998,49157.0
India,"Rice, paddy",26.27,1083.0,2.8805,1998,49157.0
India,"Rice, paddy",25.46,1083.0,2.8805,1998,49157.0
India,"Rice, paddy",24.34,1083.0,2.8805,1998,49157.0
India,"Rice, paddy",26.4,1083.0,2.8805,1998,49157.0
India,"Rice, paddy",25.77,1083.0,2.8805,1998,49157.0
India,"Rice, paddy",25.87,1083.0,2.8805,1998,49157.0
India,"Rice, paddy",25.55,1083.0,2.8805,1998,49157.0
India,"Rice, paddy",27.09,1083.0,2.8805,1998,49157.0
India,"Rice, paddy",24.84,1083.0,2.8805,1998,49157.0
India,"Rice, paddy",27.32,1083.0,2.8805,1998,49157.0
India,"Rice, paddy",27.32,1083.0,2.8805,1998,49157.0
India,"Rice, paddy",26.12,1083.0,2.8805,1998,49157.0
India,Sorghum,25.91,1083.0,0.8592,1998,49157.0
India,Sorghum,27.48,1083.0,0.8592,1998,49157.0
India,Sorghum,26.35,1083.0,0.8592,1998,49157.0
India,Sorghum,24.34,1083.0,0.8592,1998,49157.0
India,Sorghum,26.01,1083.0,0.8592,1998,49157.0
India,Sorghum,26.12,1083.0,0.8592,1998,49157.0
India,Sorghum,25.77,1083.0,0.8592,1998,49157.0
India,Sorghum,26.69,1083.0,0.8592,1998,49157.0
India,Sorghum,27.87,1083.0,0.8592,1998,49157.0
India,Sorghum,25.87,1083.0,0.8592,1998,49157.0
India,Sorghum,26.27,1083.0,0.8592,1998,49157.0
India,Sorghum,25.46,1083.0,0.8592,1998,49157.0
India,Sorghum,24.34,1083.0,0.8592,1998,49157.0
India,Sorghum,26.4,1083.0,0.8592,1998,49157.0
India,Sorghum,25.77,1083.0,0.8592,1998,49157.0
India,Sorghum,25.87,1083.0,0.8592,1998,49157.0
India,Sorghum,25.55,1083.0,0.8592,1998,49157.0
India,Sorghum,27.09,1083.0,0.8592,1998,49157.0
India,Sorghum,24.84,1083.0,0.8592,1998,49157.0
India,Sorghum,27.32,1083.0,0.8592,1998,49157.0
India,Sorghum,27.32,1083.0,0.8592,1998,49157.0
India,Sorghum,26.12,1083.0,0.8592,1998,49157.0
India,Soybeans,25.91,1083.0,1.1001,1998,49157.0
India,Soybeans,27.48,1083.0,1.1001,1998,49157.0
India,Soybeans,26.35,1083.0,1.1001,1998,49157.0
India,Soybeans,24.34,1083.0,1.1001,1998,49157.0
India,Soybeans,26.01,1083.0,1.1001,1998,49157.0
India,Soybeans,26.12,1083.0,1.1001,1998,49157.0
India,Soybeans,25.77,1083.0,1.1001,1998,49157.0
India,Soybeans,26.69,1083.0,1.1001,1998,49157.0
India,Soybeans,27.87,1083.0,1.1001,1998,49157.0
India,Soybeans,25.87,1083.0,1.1001,1998,49157.0
India,Soybeans,26.27,1083.0,1.1001,1998,49157.0
India,Soybeans,25.46,1083.0,1.1001,1998,49157.0
India,Soybeans,24.34,1083.0,1.1001,1998,49157.0
India,Soybeans,26.4,1083.0,1.1001,1998,49157.0
India,Soybeans,25.77,1083.0,1.1001,1998,49157.0
India,Soybeans,25.87,1083.0,1.1001,1998,49157.0
India,Soybeans,25.55,1083.0,1.1001,1998,49157.0
India,Soybeans,27.09,1083.0,1.1001,1998,49157.0
India,Soybeans,24.84,1083.0,1.1001,1998,49157.0
India,Soybeans,27.32,1083.0,1.1001,1998,49157.0
India,Soybeans,27.32,1083.0,1.1001,1998,49157.0
India,Soybeans,26.12,1083.0,1.1001,1998,49157.0
India,Sweet potatoes,25.91,1083.0,8.6907,1998,49157.0
India,Sweet potatoes,27.48,1083.0,8.6907,1998,49157.0
India,Sweet potatoes,26.35,1083.0,8.6907,1998,49157.0
India,Sweet potatoes,24.34,1083.0,8.6907,1998,49157.0
India,Sweet potatoes,26.01,1083.0,8.6907,1998,49157.0
India,Sweet potatoes,26.12,1083.0,8.6907,1998,49157.0
India,Sweet potatoes,25.77,1083.0,8.6907,1998,49157.0
India,Sweet potatoes,26.69,1083.0,8.6907,1998,49157.0
India,Sweet potatoes,27.87,1083.0,8.6907,1998,49157.0
India,Sweet potatoes,25.87,1083.0,8.6907,1998,49157.0
India,Sweet potatoes,26.27,1083.0,8.6907,1998,49157.0
India,Sweet potatoes,25.46,1083.0,8.6907,1998,49157.0
India,Sweet potatoes,24.34,1083.0,8.6907,1998,49157.0
India,Sweet potatoes,26.4,1083.0,8.6907,1998,49157.0
India,Sweet potatoes,25.77,1083.0,8.6907,1998,49157.0
India,Sweet potatoes,25.87,1083.0,8.6907,1998,49157.0
India,Sweet potatoes,25.55,1083.0,8.6907,1998,49157.0
India,Sweet potatoes,27.09,1083.0,8.6907,1998,49157.0
India,Sweet potatoes,24.84,1083.0,8.6907,1998,49157.0
India,Sweet potatoes,27.32,1083.0,8.6907,1998,49157.0
India,Sweet potatoes,27.32,1083.0,8.6907,1998,49157.0
India,Sweet potatoes,26.12,1083.0,8.6907,1998,49157.0
India,Wheat,25.91,1083.0,2.4852,1998,49157.0
India,Wheat,27.48,1083.0,2.4852,1998,49157.0
India,Wheat,26.35,1083.0,2.4852,1998,49157.0
India,Wheat,24.34,1083.0,2.4852,1998,49157.0
India,Wheat,26.01,1083.0,2.4852,1998,49157.0
India,Wheat,26.12,1083.0,2.4852,1998,49157.0
India,Wheat,25.77,1083.0,2.4852,1998,49157.0
India,Wheat,26.69,1083.0,2.4852,1998,49157.0
India,Wheat,27.87,1083.0,2.4852,1998,49157.0
India,Wheat,25.87,1083.0,2.4852,1998,49157.0
India,Wheat,26.27,1083.0,2.4852,1998,49157.0
India,Wheat,25.46,1083.0,2.4852,1998,49157.0
India,Wheat,24.34,1083.0,2.4852,1998,49157.0
India,Wheat,26.4,1083.0,2.4852,1998,49157.0
India,Wheat,25.77,1083.0,2.4852,1998,49157.0
India,Wheat,25.87,1083.0,2.4852,1998,49157.0
India,Wheat,25.55,1083.0,2.4852,1998,49157.0
India,Wheat,27.09,1083.0,2.4852,1998,49157.0
India,Wheat,24.84,1083.0,2.4852,1998,49157.0
India,Wheat,27.32,1083.0,2.4852,1998,49157.0
India,Wheat,27.32,1083.0,2.4852,1998,49157.0
India,Wheat,26.12,1083.0,2.4852,1998,49157.0
India,Cassava,26.12,1083.0,23.9523,1999,46195.0
India,Cassava,27.21,1083.0,23.9523,1999,46195.0
India,Cassava,26.4,1083.0,23.9523,1999,46195.0
India,Cassava,24.9,1083.0,23.9523,1999,46195.0
India,Cassava,25.29,1083.0,23.9523,1999,46195.0
India,Cassava,25.74,1083.0,23.9523,1999,46195.0
India,Cassava,26.36,1083.0,23.9523,1999,46195.0
India,Cassava,26.86,1083.0,23.9523,1999,46195.0
India,Cassava,27.24,1083.0,23.9523,1999,46195.0
India,Cassava,25.5,1083.0,23.9523,1999,46195.0
India,Cassava,26.42,1083.0,23.9523,1999,46195.0
India,Cassava,25.78,1083.0,23.9523,1999,46195.0
India,Cassava,24.9,1083.0,23.9523,1999,46195.0
India,Cassava,26.06,1083.0,23.9523,1999,46195.0
India,Cassava,26.36,1083.0,23.9523,1999,46195.0
India,Cassava,25.97,1083.0,23.9523,1999,46195.0
India,Cassava,25.1,1083.0,23.9523,1999,46195.0
India,Cassava,26.85,1083.0,23.9523,1999,46195.0
India,Cassava,24.93,1083.0,23.9523,1999,46195.0
India,Cassava,26.96,1083.0,23.9523,1999,46195.0
India,Cassava,26.96,1083.0,23.9523,1999,46195.0
India,Cassava,26.21,1083.0,23.9523,1999,46195.0
India,Maize,26.12,1083.0,1.7922,1999,46195.0
India,Maize,27.21,1083.0,1.7922,1999,46195.0
India,Maize,26.4,1083.0,1.7922,1999,46195.0
India,Maize,24.9,1083.0,1.7922,1999,46195.0
India,Maize,25.29,1083.0,1.7922,1999,46195.0
India,Maize,25.74,1083.0,1.7922,1999,46195.0
India,Maize,26.36,1083.0,1.7922,1999,46195.0
India,Maize,26.86,1083.0,1.7922,1999,46195.0
India,Maize,27.24,1083.0,1.7922,1999,46195.0
India,Maize,25.5,1083.0,1.7922,1999,46195.0
India,Maize,26.42,1083.0,1.7922,1999,46195.0
India,Maize,25.78,1083.0,1.7922,1999,46195.0
India,Maize,24.9,1083.0,1.7922,1999,46195.0
India,Maize,26.06,1083.0,1.7922,1999,46195.0
India,Maize,26.36,1083.0,1.7922,1999,46195.0
India,Maize,25.97,1083.0,1.7922,1999,46195.0
India,Maize,25.1,1083.0,1.7922,1999,46195.0
India,Maize,26.85,1083.0,1.7922,1999,46195.0
India,Maize,24.93,1083.0,1.7922,1999,46195.0
